LSOA_CODE,PRACTICE_CODE,PRACTICE_NAME.x,NUMBER_OF_PATIENTS,PCN_CODE,PCN_NAME,SUB_ICB_LOCATION_NAME,ICB_CODE,,,,,
E01014256,M83094,BROOK MEDICAL CENTRE,60,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83033,1
E01014257,M83094,BROOK MEDICAL CENTRE,349,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83057,1
E01014258,M83094,BROOK MEDICAL CENTRE,87,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026331,M83670,1
E01014259,M83094,BROOK MEDICAL CENTRE,105,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026339,M83017,1
E01014260,M83094,BROOK MEDICAL CENTRE,224,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026353,M83701,1
E01014261,M83094,BROOK MEDICAL CENTRE,427,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026414,M83073,1
E01014262,M83094,BROOK MEDICAL CENTRE,247,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026423,M83670,1
E01014263,M83094,BROOK MEDICAL CENTRE,644,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026424,M83670,1
E01014264,M83094,BROOK MEDICAL CENTRE,51,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026484,M83075,1
E01014265,M83094,BROOK MEDICAL CENTRE,61,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026531,Y02867,1
E01014266,M83094,BROOK MEDICAL CENTRE,739,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026546,M83670,1
E01014267,M83094,BROOK MEDICAL CENTRE,187,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026547,M83051,1
E01014268,M83094,BROOK MEDICAL CENTRE,1280,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026582,M83670,1
E01014269,M83094,BROOK MEDICAL CENTRE,197,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026584,M83717,1
E01014270,M83094,BROOK MEDICAL CENTRE,336,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026607,M83617,1
E01014271,M83094,BROOK MEDICAL CENTRE,302,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026615,M83016,1
E01014272,M83094,BROOK MEDICAL CENTRE,59,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026633,M83026,1
E01014273,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026640,M83037,1
E01014274,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026703,M83617,1
E01014275,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026720,M83670,1
E01014276,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026724,M83670,1
E01014278,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026750,M83617,1
E01014279,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026771,M83006,1
E01014280,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026782,M83020,1
E01014281,M83094,BROOK MEDICAL CENTRE,11,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026786,M83033,1
E01014282,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026790,M83024,1
E01014283,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026816,M83681,1
E01014284,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026833,M83681,1
E01014285,M83094,BROOK MEDICAL CENTRE,13,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026867,M83010,1
E01014286,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026902,M83006,1
E01014287,M83094,BROOK MEDICAL CENTRE,8,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026959,M83670,1
E01014288,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026966,Y00078,1
E01014289,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01026979,M83617,1
E01014290,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027004,M83148,1
E01014291,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027020,M83670,1
E01014292,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027060,M83670,1
E01014293,M83094,BROOK MEDICAL CENTRE,8,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027064,M83015,1
E01014294,M83094,BROOK MEDICAL CENTRE,11,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027075,M83076,1
E01014295,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027080,M83075,1
E01014296,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027119,M83075,1
E01014298,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027122,M83123,1
E01014299,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027128,M83089,1
E01014300,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027137,M83661,1
E01014301,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027141,M83076,1
E01014302,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027177,M83148,1
E01014303,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027193,Y02354,1
E01014304,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027220,M83045,1
E01014305,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027224,M83617,1
E01014307,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027252,M83697,1
E01014308,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027293,M83076,1
E01014310,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027294,M83076,1
E01014311,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027297,M83006,1
E01014314,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83670,1
E01014317,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027298,M83006,1
E01014321,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027308,M83044,2
E01014323,M83094,BROOK MEDICAL CENTRE,60,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027313,M83670,1
E01014324,M83094,BROOK MEDICAL CENTRE,118,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027320,M83067,1
E01014325,M83094,BROOK MEDICAL CENTRE,16,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027330,M83697,1
E01014326,M83094,BROOK MEDICAL CENTRE,44,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027337,Y02521,1
E01014327,M83094,BROOK MEDICAL CENTRE,28,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027340,M83670,1
E01014328,M83094,BROOK MEDICAL CENTRE,18,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027364,M83661,1
E01014329,M83094,BROOK MEDICAL CENTRE,25,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027370,M83640,1
E01014330,M83094,BROOK MEDICAL CENTRE,11,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027444,M83037,1
E01014331,M83094,BROOK MEDICAL CENTRE,411,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027571,M83057,1
E01014332,M83094,BROOK MEDICAL CENTRE,386,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027597,M83670,1
E01014333,M83094,BROOK MEDICAL CENTRE,887,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027601,M83670,1
E01014334,M83094,BROOK MEDICAL CENTRE,829,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027612,M83051,1
E01014335,M83094,BROOK MEDICAL CENTRE,228,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027623,M83044,1
E01014336,M83094,BROOK MEDICAL CENTRE,276,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027696,M83052,1
E01014337,M83094,BROOK MEDICAL CENTRE,265,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027699,M83006,1
E01014339,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027724,M83027,1
E01014340,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027740,M83637,1
E01014341,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027743,M83057,1
E01014342,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027760,M83146,1
E01014343,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027798,M83036,1
E01014344,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027841,M83044,2
E01014346,M83094,BROOK MEDICAL CENTRE,7,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027845,M83121,1
E01014349,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027858,M83148,1
E01014353,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027878,M83006,1
E01014354,M83094,BROOK MEDICAL CENTRE,12,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027900,M83670,1
E01014355,M83094,BROOK MEDICAL CENTRE,32,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027955,M83070,1
E01014356,M83094,BROOK MEDICAL CENTRE,43,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027960,M83074,1
E01014357,M83094,BROOK MEDICAL CENTRE,16,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027968,M83110,1
E01014358,M83094,BROOK MEDICAL CENTRE,24,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01027999,M83670,1
E01014359,M83094,BROOK MEDICAL CENTRE,60,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028004,M83616,1
E01014360,M83094,BROOK MEDICAL CENTRE,105,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028012,M83088,1
E01014361,M83094,BROOK MEDICAL CENTRE,15,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83117,1
E01014363,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028019,M83110,1
E01014364,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83693,1
E01014367,M83094,BROOK MEDICAL CENTRE,11,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028020,M83103,1
E01014368,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028023,M83045,1
E01014369,M83094,BROOK MEDICAL CENTRE,9,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028036,M83028,1
E01015372,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83076,1
E01018389,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83616,1
E01018391,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028082,M83090,1
E01018392,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028103,M83075,1
E01018397,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028107,M83670,1
E01018398,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028110,Y02867,1
E01018401,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028112,M83067,1
E01018403,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028121,M83051,1
E01018407,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028130,M83052,1
E01018417,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028131,M83117,1
E01018418,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028229,M83670,1
E01018428,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028256,M83010,1
E01018429,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028276,M83026,1
E01018433,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83100,1
E01018464,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028280,M83108,1
E01018494,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028296,M83028,1
E01018504,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028317,M83071,1
E01018614,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028319,M83076,1
E01018645,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028321,M83073,1
E01018692,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028328,M83076,1
E01020709,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028346,M83038,1
E01025139,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028348,M83074,1
E01029425,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028351,M83088,1
E01029447,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028354,M83627,1
E01029532,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028365,M83032,1
E01029534,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028369,M83079,1
E01029536,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028371,M83020,1
E01029537,M83094,BROOK MEDICAL CENTRE,9,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83026,1
E01029538,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028389,M83719,1
E01029539,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028401,M83027,1
E01029540,M83094,BROOK MEDICAL CENTRE,7,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028403,M83681,1
E01029541,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028410,M83030,1
E01029542,M83094,BROOK MEDICAL CENTRE,13,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83088,1
E01029543,M83094,BROOK MEDICAL CENTRE,7,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028411,M83030,1
E01029544,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028417,M83022,1
E01029545,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028423,M83035,1
E01029546,M83094,BROOK MEDICAL CENTRE,7,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028450,M83110,1
E01029547,M83094,BROOK MEDICAL CENTRE,11,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028456,M83076,1
E01029548,M83094,BROOK MEDICAL CENTRE,9,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028463,M83076,1
E01029549,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028474,M83110,1
E01029551,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028485,M83670,1
E01029552,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028513,M83076,1
E01029553,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028523,M83619,1
E01029554,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028529,M83030,1
E01029555,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028575,M83711,1
E01029556,M83094,BROOK MEDICAL CENTRE,4,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028601,M83088,1
E01029558,M83094,BROOK MEDICAL CENTRE,10,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028726,M83044,1
E01029559,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028732,M83065,1
E01029561,M83094,BROOK MEDICAL CENTRE,5,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028749,M83670,1
E01029562,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028826,M83009,3
E01029563,M83094,BROOK MEDICAL CENTRE,8,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83132,7
E01029564,M83094,BROOK MEDICAL CENTRE,8,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83668,18
E01029565,M83094,BROOK MEDICAL CENTRE,13,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028827,M83009,2
E01029569,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83097,2
E01029570,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83132,1
E01029571,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83668,6
E01029573,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028828,M83009,1
E01029577,M83094,BROOK MEDICAL CENTRE,3,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83018,2
E01029578,M83094,BROOK MEDICAL CENTRE,7,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83125,124
E01029579,M83094,BROOK MEDICAL CENTRE,1,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83668,4
E01029581,M83094,BROOK MEDICAL CENTRE,21,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,Y02354,1
E01029582,M83094,BROOK MEDICAL CENTRE,36,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028830,M83125,12
E01029583,M83094,BROOK MEDICAL CENTRE,13,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83668,3
E01029584,M83094,BROOK MEDICAL CENTRE,2,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028831,M83125,1
E01029585,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83668,3
E01029586,M83094,BROOK MEDICAL CENTRE,14,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01028832,M83059,1
E01029587,M83094,BROOK MEDICAL CENTRE,11,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83093,1
E01029588,M83094,BROOK MEDICAL CENTRE,6,U36512,WHITFIELD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83097,2
